Quarter,Total Revenue,Net Income,Tax Provision,Interest Expense,Interest Income,Total Assets,Long Term Debt,Stockholders Equity,Diluted EPS,Basic EPS,Net Margin,Tax Rate,Interest Spread,Interest Coverage,Asset Efficiency,Debt to Equity,Equity Ratio,ROE,ROA,Revenue YoY Growth,Net Income YoY Growth,Asset YoY Growth
2014-03-31,,1.432,0.776,0.439,1.776,151.497,54.095,19.977,,,,0.35144927536231885,1.337,4.045558086560365,,2.7078640436501975,0.13186399730687737,0.07168243480002003,0.009452332389420252,,0.11874999999999991,-0.03415893659749436
2014-06-30,,1.529,0.783,0.443,1.759,152.384,54.836,20.213,,,,0.3386678200692042,1.3159999999999998,3.970654627539503,,2.7129075347548604,0.1326451595968081,0.07564438727551574,0.010033861822763545,,0.08825622775800701,0.002968413708674067
2014-09-30,,1.477,0.769,0.42,1.815,153.862,55.712,20.216,,,,0.342386464826358,1.395,4.321428571428571,,2.7558369608231104,0.13139046678192148,0.07306094182825484,0.009599511250341216,,0.08125915080527091,0.025042803941293545
2014-12-31,,1.447,,,,159.0,57.955,20.673,,,,,,,,2.8034150824747255,0.1300188679245283,0.06999467904996856,0.00910062893081761,,0.106269113149847,0.03921568627450989
2015-03-31,,1.525,0.791,0.41,1.857,155.0,54.712,22.0,,,,0.3415371329879102,1.447,4.529268292682927,,2.486909090909091,0.14193548387096774,0.06931818181818182,0.009838709677419354,,0.0649441340782122,0.023122570083895955
2015-06-30,,1.473,0.757,0.414,1.837,157.0,52.74,22.0,,,,0.33946188340807176,1.423,4.43719806763285,,2.3972727272727274,0.14012738853503184,0.06695454545454546,0.009382165605095543,,-0.03662524525833866,0.03029189416211686
2015-09-30,,1.266,0.672,0.399,1.904,154.0,48.653,21.0,,,,0.34674922600619196,1.505,4.771929824561403,,2.316809523809524,0.13636363636363635,0.06028571428571429,0.00822077922077922,,-0.1428571428571429,0.0008969076185152414
2015-12-31,,0.899,,,,161.184,48.061,20.673,,,,,,,,2.3248198132830264,0.1282571471113758,0.043486673438784894,0.005577476672622593,,-0.3787145818935729,0.013735849056603744
2016-03-31,8.088,1.426,0.758,0.425,2.005,158.816,47.311,20.727,,,0.17631058358061327,0.34706959706959706,1.5799999999999998,4.7176470588235295,0.050926858754785406,2.282578279538766,0.13050952045133993,0.06879915086602016,0.00897894418698368,,-0.06491803278688524,0.024619354838709695
2016-06-30,8.235,2.015,1.001,0.436,1.885,159.642,50.649,20.712,,,0.2446873102610808,0.3318965517241379,1.449,4.3233944954128445,0.05158416957943398,2.445393974507532,0.1297402939076183,0.09728659714175358,0.012621991706443167,,0.3679565512559402,0.0168280254777069
2016-09-30,7.774,1.142,0.593,0.43,1.764,153.377,44.894,21.0,,,0.14689992281965525,0.34178674351585014,1.334,4.102325581395349,0.05068556563239599,2.1378095238095236,0.13691753000775866,0.05438095238095238,0.007445705679469541,,-0.09794628751974732,-0.004045454545454463
2016-12-31,8.022,0.825,,,,158.893,46.99,20.501,,,0.10284218399401644,,,,0.050486805586149174,2.2920833130091216,0.1290239343457547,0.040241939417589384,0.0051921733493608905,,-0.0823136818687431,-0.014213569585070474
2017-03-31,8.709,1.251,0.588,0.443,1.945,161.0,51.647,20.935,,,0.1436445056837754,0.3197389885807504,1.502,4.390519187358916,0.05409316770186335,2.4670169572486267,0.1300310559006211,0.059756388822545976,0.007770186335403726,0.07678041543026715,-0.12272089761570826,0.013751763046544463
2017-06-30,9.172,1.344,0.613,0.521,2.054,167.0,51.945,21.175,,,0.14653292629742695,0.31323454266734796,1.533,3.9424184261036466,0.054922155688622756,2.453128689492326,0.12679640718562873,0.06347107438016529,0.008047904191616767,0.11378263509411068,-0.3330024813895781,0.04609062777965711
2017-09-30,9.29,1.359,0.472,0.568,2.245,169.0,48.762,21.085,,,0.14628632938643704,0.2577826324412889,1.677,3.952464788732395,0.054970414201183426,2.3126393170500354,0.12476331360946746,0.06445340289305193,0.008041420118343195,0.19500900437355284,0.19001751313485116,0.10186012244339104
2017-12-31,9.707,-1.206,,,,181.0,55.804,18.261,,,-0.12424023900278149,,,,0.05362983425414365,3.0559115053940094,0.10088950276243093,-0.06604238541153278,-0.006662983425414364,0.21004736973323368,-2.461818181818182,0.13913136513251056
2018-03-31,9.718,1.634,0.448,0.621,2.462,180.0,52.461,19.613,,,0.16814159292035397,0.21517771373679156,1.8410000000000002,3.9645732689210953,0.05398888888888889,2.6748075256207615,0.1089611111111111,0.08331208892061387,0.009077777777777777,0.11585715926053508,0.3061550759392486,0.11801242236024834
2018-06-30,10.002,1.623,0.468,0.711,2.54,185.0,55.883,20.892,,,0.16226754649070185,0.22381635581061693,1.8290000000000002,3.5724331926863573,0.05406486486486487,2.6748516178441513,0.11292972972972973,0.07768523836875359,0.008772972972972973,0.09049280418665506,0.2075892857142856,0.10778443113772451
2018-09-30,10.144,1.654,0.464,0.777,2.738,189.0,55.3,21.46,,,0.1630520504731861,0.21907459867799814,1.9609999999999999,3.5238095238095237,0.05367195767195767,2.5768872320596454,0.11354497354497355,0.07707362534948742,0.008751322751322751,0.0919268030139937,0.2170713760117733,0.11834319526627213
2018-12-31,10.474,2.01,,,,189.0,58.423,22.29,,,0.19190376169562726,,,,0.05541798941798942,2.6210408254822792,0.11793650793650794,0.0901749663526245,0.010634920634920634,0.07901514371072427,-2.6666666666666665,0.04419889502762442
2019-03-31,10.364,1.55,0.408,0.895,2.954,197.0,58.418,22.218,,,0.14955615592435353,0.2083758937691522,2.059,3.3005586592178773,0.052609137055837564,2.6293095688180754,0.11278172588832487,0.06976325501845351,0.007868020304568528,0.06647458324758193,-0.05140758873928997,0.09444444444444455
2019-06-30,10.838,1.761,0.458,0.891,2.965,198.0,57.736,23.092,,,0.16248385310942978,0.206399278954484,2.074,3.3277216610549942,0.05473737373737373,2.5002598302442403,0.11662626262626262,0.07626017668456608,0.008893939393939393,0.0835832833433312,0.08502772643253231,0.07027027027027022
2019-09-30,10.989,1.755,0.511,0.877,3.08,194.0,58.474,23.025,,,0.1597051597051597,0.22550750220653135,2.2030000000000003,3.5119726339794757,0.05664432989690722,2.5395874049945713,0.11868556701030927,0.0762214983713355,0.009046391752577319,0.08330047318612,0.06106408706166877,0.02645502645502651
2019-12-31,11.365,1.693,,,,198.0,57.835,23.071,,,0.1489661240651122,,,,0.0573989898989899,2.506826752199731,0.11652020202020202,0.07338216808980971,0.008550505050505051,0.08506778690089756,-0.15771144278606952,0.04761904761904767
2020-03-31,10.31,0.367,0.085,0.716,3.046,186.0,52.588,21.006,,,0.03559650824442289,0.18805309734513276,2.33,4.254189944134078,0.055430107526881725,2.5034751975626013,0.11293548387096775,0.017471198705131866,0.0019731182795698922,-0.0052103434967194495,-0.7632258064516129,-0.055837563451776595
2020-06-30,7.675,0.257,0.365,0.542,2.426,189.0,48.797,21.062,,,0.03348534201954398,0.5868167202572347,1.8840000000000001,4.476014760147601,0.04060846560846561,2.31682651220207,0.11143915343915345,0.012202070078814927,0.00135978835978836,-0.291843513563388,-0.8540601930721181,-0.045454545454545414
2020-09-30,8.751,1.073,0.291,0.45,2.324,187.0,44.777,21.869,,,0.12261455833619016,0.21334310850439883,1.8739999999999999,5.164444444444444,0.046796791443850266,2.0475101742192146,0.11694652406417112,0.04906488636883259,0.005737967914438502,-0.20365820365820375,-0.3886039886039886,-0.03608247422680411
2020-12-31,9.351,1.438,,,,191.0,42.952,22.984,,,0.15378034434819804,,,,0.048958115183246075,1.8687782805429862,0.12033507853403143,0.06256526279150713,0.007528795811518324,-0.17721073471183457,-0.1506202008269345,-0.03535353535353536
2021-03-31,9.064,2.235,0.758,0.362,2.192,193.0,42.019,24.449,,,0.24657987643424534,0.2532576010691614,1.83,6.055248618784531,0.04696373056994819,1.7186387991328886,0.12667875647668395,0.09141478179066627,0.011580310880829016,-0.12085354025218242,5.08991825613079,0.037634408602150504
2021-06-30,10.243,2.28,0.66,0.322,2.14,187.0,37.363,25.539,,,0.22259103778189981,0.22448979591836737,1.818,6.645962732919255,0.05477540106951872,1.4629781902188808,0.136572192513369,0.08927522612475038,0.012192513368983957,0.33459283387622163,7.871595330739298,-0.010582010582010581
2021-09-30,10.928,1.826,0.624,0.307,2.301,184.0,34.483,24.426,,,0.16709370424597364,0.2546938775510204,1.9940000000000002,7.495114006514658,0.05939130434782609,1.4117333988373044,0.13274999999999998,0.07475640710718089,0.00992391304347826,0.24877156896354724,0.7017707362534951,-0.016042780748663055
2021-12-31,,,,,,189.0,38.675,22.177,,,,,,,,1.743923885106191,0.11733862433862434,,,,,-0.010471204188481686
2022-03-31,11.735,2.099,0.613,0.321,2.52,196.0,38.337,22.383,,,0.1788666382616106,0.2260324483775811,2.199,7.850467289719626,0.05987244897959183,1.7127730867175983,0.11419897959183672,0.09377652682839656,0.010709183673469388,0.2946822594880847,-0.0608501118568231,0.015544041450777257
2022-06-30,13.395,1.964,0.579,0.439,2.799,205.0,40.495,23.235,,,0.14662187383351996,0.22768383798662994,2.36,6.375854214123007,0.06534146341463415,1.7428448461372927,0.11334146341463415,0.08452765224876264,0.009580487804878048,0.3077223469686614,-0.13859649122807016,0.09625668449197855
2022-09-30,13.556,1.879,0.58,0.796,3.374,215.0,42.393,23.94,,,0.13861020950132782,0.23586823912159413,2.5780000000000003,4.238693467336684,0.06305116279069767,1.7708020050125313,0.11134883720930233,0.07848788638262322,0.00873953488372093,0.24048316251830149,0.029025191675793982,0.1684782608695652
2022-12-31,,,,,,228.354,42.573,24.711,,,,,,,,1.7228359839747482,0.10821356315194827,,,,,0.2082222222222223
2023-03-31,14.281,1.816,0.351,1.433,4.416,236.0,41.138,25.992,,,0.12716196344793781,0.16197508075680664,2.9830000000000005,3.0816468946266573,0.06051271186440678,1.582717759310557,0.11013559322033899,0.06986765158510311,0.007694915254237288,0.2169578184916916,-0.13482610767031922,0.20408163265306123
2023-06-30,15.054,2.174,0.56,1.67,4.775,244.904,46.725,26.703,,,0.14441344493157965,0.20482809070958305,3.1050000000000004,2.8592814371257487,0.06146898376506713,1.749803392877205,0.10903456048084147,0.08141407332509455,0.008876947701956685,0.1238521836506159,0.10692464358452147,0.19465365853658545
2023-09-30,15.381,2.451,0.649,1.798,5.24,250.587,46.447,27.324,,,0.15935244782523894,0.20935483870967742,3.442,2.914349276974416,0.06137988004166218,1.6998609281217978,0.1090399741407176,0.08970136144049187,0.009781034131858397,0.13462673354971977,0.30441724321447583,0.16552093023255798
2023-12-31,,,,,,261.108,47.866,28.057,,,,,,,,1.7060270164308373,0.1074536207239916,,,,,0.1434351927270816
2024-03-31,15.801,2.437,0.708,2.006,5.775,269.261,48.826,28.764,,,0.15423074488956395,0.22511923688394278,3.7690000000000006,2.8788634097706884,0.05868283932689843,1.697469058545404,0.10682571928352044,0.08472396050618829,0.009050698021622143,0.106435123590785,0.34196035242290734,0.1409364406779663
2024-06-30,16.333,3.015,0.775,,5.794,272.219,51.521,29.54,,,0.18459560399191824,0.20448548812664907,,,0.05999948570819817,1.7441096817874069,0.10851557018430014,0.10206499661475965,0.011075641303509307,0.08496080775873516,0.38684452621895127,0.11153349884036201
2024-09-30,16.636,2.507,0.697,,6.149,270.979,53.546,29.707,,,0.15069728300072135,0.2175405742821473,,,0.06139221120455829,1.8024707981283872,0.10962842139058747,0.08439088430336285,0.009251639425933376,0.08159417463103824,0.022847817217462207,0.08137692697546162
2024-12-31,,,,,,271.461,49.715,30.264,,,,,,,,1.6427108115252447,0.11148562776973488,,,,,0.03965025966266844
2025-03-31,16.967,2.584,0.746,,6.135,282.244,51.236,31.202,3.64,3.64,0.15229563269876822,0.22402402402402402,,,0.060114652570116625,1.642074226011153,0.11054973710690041,0.0828152041535799,0.009155199047632545,0.07379279792418192,0.06032006565449333,0.04821715733061982
2025-06-30,17.856,2.885,0.665,,6.264,295.556,58.202,32.311,4.08,4.08,0.1615703405017921,0.18732394366197186,,,0.06041494674444099,1.8013060567608554,0.10932276793568732,0.08928847760824486,0.009761263516896967,0.09324680095512172,-0.04311774461028206,0.08572876985074518
2025-09-30,18.426,2.902,0.923,,6.617,297.55,57.787,32.417,4.14,4.14,0.15749484424183222,0.24130718954248365,,,0.06192572676861031,1.7826140605237992,0.1089463955637708,0.08952093037603727,0.009752982691984541,0.10759798028372192,0.15755883526126846,0.09805556888172151
2025-12-31,,,,,,300.052,56.387,33.474,3.53,3.53,,,,,,1.6845014040748045,0.11156066281844479,,,,,0.10532267986929988
2026-03-31,18.907,2.971,0.807,,6.665,308.894,58.75,33.995,4.28,4.29,0.1571375680964722,0.21360508205399684,,,0.061208699424398015,1.7281953228415945,0.1100539343593595,0.08739520517723195,0.009618186173897841,0.11433960040077817,0.1497678018575852,0.09442184776292839
